query,answer,content
"Câu hỏi: Trong trường hợp pháp luật yêu cầu, có thể tạm đình chỉ thi hành một án phúc tội không?","Câu trả lời: Có, theo điều b) khoản 2 Điều 32 Luật Pháp luật Hình sự năm 2015, cơ quan có thẩm quyền có quyền tạm đình chỉ thi hành án trong trường hợp cần thiết.","Node ID: node_7810
Text: Ra hoặc không ra một trong các quyết định sau đây trái pháp
luật:   a) Thi hành án;   b) Hủy, thu hồi, sửa đổi, bổ sung  quyết
định thi hành án;   c) Áp dụng biện pháp bảo đảm thi hành án;   d)
Cưỡng chế thi hành án;   đ) Hoãn thi hành án;   e) Tạm đình chỉ, đình
chỉ thi hành án;   g) Tiếp tục thi hành án;
Score:  0.610
"
"Câu hỏi: Theo pháp luật Việt Nam, trong trường hợp cơ quan, tổ chức hoặc cá nhân bị tổn hại trong công tác cảnh vệ, họ được được bồi thường thế nào?","Câu trả lời: Theo điều 8, cơ quan, tổ chức hoặc cá nhân tham gia công tác cảnh vệ và bị tổn hại sẽ được khôi phục thiệt hại về tài sản và hưởng chế độ, chính sách theo quy định của pháp luật.","Node ID: node_3304
Text: 2. Cơ quan, tổ chức, cá nhân tham gia, phối hợp thự c hiện công
tác cảnh vệ bị tổn hại về danh dự  thì được khôi phục, thiệt hại về
tài sản thì được đền bù; người bị thương tích, tổn hại về sức khỏe
hoặc bị thiệt hại về tính mạng thì bản thân và gia đình được hưởng chế
độ, chính sách theo quy  định của pháp l uật.  Điều 8. Hợp tác quốc tế
trong...
Score:  0.603
"
"Câu hỏi: Theo Luật Mặt trận Tổ quốc Việt Nam, thời gian phản biện xã hội về dự thảo văn bản quy phạm pháp luật là bao lâu?","Câu trả lời: Thời gian phản biện xã hội về dự thảo văn bản quy phạm pháp luật là trong thời gian cơ quan, tổ chức, đại biểu Quốc hội chủ trì soạn thảo tổ chức lấy ý kiến về dự thảo văn bản.","Node ID: node_1662
Text: Mặt trận Tổ quốc Việt Nam, Phòng Thương mại và Công nghiệp Việt
Nam, các tổ chức thành viên khác của Mặt  trận và các cơ quan, tổ chức
khác, cá nhân có quyền và được tạo điều kiện tham gia góp ý kiến về đề
nghị xây dựng  văn bản quy phạm pháp luật và dự thảo văn bản quy phạm
pháp luật.   2. Mặt trận Tổ quốc Việt Nam thực hiện phản biện xã hội
đố...
Score:  0.581
"
Câu hỏi:,"1. Theo Điều 9, các nội dung cơ bản của hợp đồng cung ứng và sử dụng dịch vụ bưu chính bao gồm những gì?","Node ID: node_8926
Text: Điều 8. Hợp đồng cung ứng và sử dụng dịch vụ bưu chính   1. Hợp
đồng cung ứng và sử dụng dịch vụ bưu chính là thoả thuận giữa doanh
nghiệp cung ứng  dịch vụ bưu chính và người gửi, theo đó doanh nghiệp
chấp nhận, vận chuyển và phát bưu gửi  đến địa điểm theo yêu cầu của
người gửi và người gửi phải thanh toán giá cước dịch vụ bưu  chính.
2. Hợp...
Score:  0.589
"
Câu hỏi: What is the fee for issuing a work permit for foreigners in Vietnam?,Câu trả lời: 7 - Hội đồng nhân dân cấp tỉnh,"Node ID: node_10381
Text: 8.3  Lệ phí cấp bản sao giấy chứng nhận xóa án tích  Ủy ban
thường vụ Quốc hội   6.8.4  Lệ phí cấp bản sao c ác giấy tờ khác của
Tòa án  Ủy ban thường vụ Quốc hội   6.9 Lệ phí gửi văn bản tố tụng ra
nước ngoài  Ủy ban thường vụ Quốc hội   6.10 Lệ phí ủy thác tư pháp
ra nước ngoài  Ủy ban thường vụ Quốc hội   7 Lệ phí cấp giấy phép lao
động c...
Score:  0.571
"
"Câu hỏi: ""What is the definition of extraction in this context?""","Câu trả lời: ""Extraction is the act of temporarily removing a detainee or prisoner from a detention facility for various legal, medical, or personal purposes.""","Node ID: node_10848
Text: 5. Trích xuất là việc đưa người bị tạm giữ, người bị tạm giam ra
khỏi cơ sở giam giữ trong thời  gian nhất định theo lệnh, quyết định
của cơ quan, người có thẩm quyền để thực hiện các hoạt  động tố tụng
hình sự, khám bệnh, chữa bệnh, thăm gặp, tiếp xúc lãnh sự, thực hiện
quyền, nghĩa  vụ khác do luật định.   6. Danh bản là bản ghi t hông
tin tóm...
Score:  0.606
"
Câu hỏi: What do forest rangers wear?,"Câu trả lời: Unified uniforms, insignia, badges, and ID cards.","Node ID: node_5104
Text: 3. Kiểm lâm trong vườn quốc gia; khu dự trữ thiên nhiên, khu bảo
tồn loài - sinh cảnh, rừng  phòng hộ đầu nguồn, rừng phòng hộ chắn
gió, chắn cát bay, rừng phòng hộ chắn sóng, lấn biển  thuộc Kiểm lâm ở
trung ương hoặc ở cấp tỉ nh được tổ chức trên cơ sở yêu cầu, nhiệm vụ
quản lý,  bảo vệ rừng.   4. Chính phủ quy định chi tiết Điều này.
Điều 1...
Score:  0.571
"
Câu hỏi: Ngày mà Luật này có hiệu lực thi hành?,Câu trả lời: 01 tháng 01 năm 2015.,"Node ID: node_8535
Text: 4. Chính  phủ quy định chi tiết khoản 1 Điều này.   Điều 167.
Hiệu lực thi hành   1. Luật này có hiệu lực thi hành từ ngày 01 tháng
01 năm 2015.   2. Luật xây dựng  số 16/2003/QH11 và Điều 1 của Luật
sửa đổi, bổ sung một số điều của các luật  liên quan đến đầu tư xây
dựng cơ bản số 38/2009/QH12 hết liệu lực thi hành kể từ ngày Luật này
có hiệu ...
Score:  0.614
"
Câu hỏi: Bạn biết thay thế sổ bảo hiểm xã hội bằng gì vào năm 2020 không?,Câu trả lời: Thẻ bảo hiểm xã hội.,"Node ID: node_1917
Text: 2. Đến năm 2020, sổ bảo hiểm xã hội sẽ được thay thế bằng thẻ
bảo hiểm xã hội.   3. Chính phủ quy định trình tự, thủ tục tham gia và
giải quyết các chế độ bảo hiểm xã  hội bằng  phương thức giao dịch
điện tử.   Điều 97. Hồ sơ đăng ký tham gia và cấp sổ bảo hiểm xã hội
1. Hồ sơ đăng ký tham gia bảo hiểm xã hội lần đầu bao gồm:   a) Tờ
khai tham...
Score:  0.571
"
"Câu hỏi: Trong hợp đồng mua bán nhà ở, phải thực hiện công chứng hoặc chứng thực?","Câu trả lời: Có, trừ trường hợp quy định tại Điều 164.","Node ID: node_5514
Text: Đối với hợp đồng mua bán, hợp đồng thuê mua căn hộ chung cư thì
các bên phải ghi rõ phần sở  hữu chung, sử dụng chung; thời hạn sử
dụng nhà chung cư theo hồ sơ thiết kế; diện tích sử dụng  thuộc quyền
sở hữu riêng; d iện tích sàn căn hộ; mục đích sử dụng của phần sở hữu
chung, sử  dụng chung trong nhà chung cư theo đúng mục đích thiết kế
đã được...
Score:  0.616
"
Câu hỏi: Who is responsible for organizing in-school sports competitions?,Câu trả lời: Nhà trường có trách nhiệm tổ chức thi đấu thể thao ít nhất một lần trong mỗi năm học.,"Node ID: node_7402
Text: a) Quy định tiêu chuẩn cơ sở vật chất, trang thiết bị thể dục,
thể thao cho hoạt động giáo dục thể  chất ở các cấp học và trình độ
đào tạo;   b) Quy định số lượng, tiêu chuẩn chuyên môn nghiệp vụ đối
với giáo viên, giảng viên thể dục thể  thao ở các cấp học và trình độ
đào tạo;   c) Xây dựng, ban hành chương trình giáo dục thể chất, đào
tạo, bồi...
Score:  0.569
"
Câu hỏi: Who is responsible for determining the specifics of this regulation?,Câu trả lời: The Minister of Agriculture and Rural Development.,"Node ID: node_5049
Text: 2. Bộ trưởng Bộ Nông nghiệp và Phát triển nông thôn quy định chi
tiết Điều này.
Score:  0.631
"
Câu hỏi: Why might a customer be unsuitable for a regular premium insurance contract?,"Câu trả lời: Low income, frequent policy switching.","Node ID: node_5840
Text: Khách hàng yêu cầu giao kết hợp đồng bảo hiểm với khoản phí bảo
hiểm định kỳ không phù  hợp với thu nhập hiện tại của khách hàng.   3.
Bên mua bảo hiểm thanh toán phí bảo hiểm từ tài khoản không phải là
tài khoản của bên mua  bảo hiểm hoặc không phải là tài khoản của tổ
chức, cá nhân được bên mua bảo hiểm ủy quyền  hoặc thanh toán bằng các
công ...
Score:  0.543
"
Câu hỏi:,"Bạn biết kỷ luật gì đối với cán bộ, công chức vi phạm pháp luật trong hoạt động chống tham nhũng?","Node ID: node_5909
Text: 2. Cán bộ, công chức, viên chức và người có chức vụ, quyền hạn
khác của Cơ quan thanh tra,  Kiểm toán nhà nước, Cơ quan điều tra,
Viện kiểm sát nhân dân, Tòa án nhân dân có hành vi vi  phạm pháp luật
trong hoạt động chống tham nhũng thì tùy theo tính chất, mức độ vi
phạm mà bị  xử lý kỷ luật hoặc bị truy cứu trách nhiệm hình sự; nếu
gây thiệt hạ...
Score:  0.615
"
"Câu hỏi: What must oil, gas, and dangerous chemical facilities have to ensure safety?","Câu trả lời: Hệ thống báo và xử lý nồng độ hơi, khí nguy hiểm; biện pháp bảo vệ, chống sự cố.","Node ID: node_10401
Text: “2. Kho chứa, hệ thống vận chuyển sản phẩm dầu mỏ, khí đốt, hóa
chất nguy hiểm về cháy, nổ  và công trình chế biến dầu mỏ, khí đốt,
hóa chất nguy hiểm về cháy, nổ phải có hệ thống báo và  xử lý nồng độ
hơi, khí nguy hiểm dễ cháy, nổ; phải c ó biện pháp bảo vệ, chống sự cố
bục, vỡ bể  chứa, thiết bị, đường ống.   3. Cơ sở kinh doanh sản phẩm
dầu ...
Score:  0.582
"
Câu hỏi: Một tổ chức có thể ủy quyền cho người khác áp dụng biện pháp bảo vệ quyền sở hữu trí tuệ?,"Câu trả lời: Có, theo khoản 1a vừa được bổ sung.","Node ID: node_6731
Text: b) Bổ sung khoản 1a vào sau khoả n 1 và sửa đổi, bổ sung khoản
2, khoản 3 như sau:   “1a. Chủ thể quyền sở hữu trí tuệ có thể ủy
quyền cho tổ chức, cá nhân khác áp dụng các biện  pháp quy định tại
khoản 1 Điều này để bảo vệ quyền sở hữu trí tuệ của mình.   2. Tổ
chức, cá nhân bị thiệt hại do hành vi xâm phạm quyền sở hữu trí tuệ
hoặc phát hiện h...
Score:  0.601
"
Câu hỏi: Thành phố có Cơ quan đại diện quản lý hộ tịch cho người Việt Nam ở nước ngoài?,Câu trả lời: Có.,"Node ID: node_4543
Text: 2. Cơ quan đại diện thực hiện quản lý nhà nước về hộ tịch của
công dân Việt Nam cư trú ở nước  ngoài và có nhiệm vụ, quyền hạn sau
đây:   a) Thực hiện việc đăng ký hộ tịch cho công dân Việt Nam cư trú
ở nước ngoài theo quy định của  pháp luật về hộ tịch, pháp luật về
lãnh sự và điều ước quốc tế liên quan;   b) Bố trí viên chức ngoại
giao, lãnh s...
Score:  0.584
"
"Câu hỏi: ""Who regulates the conditions for transportation vehicles in tourism?""","Câu trả lời: ""The Minister of Transport regulates the conditions for transportation vehicles in tourism.""","Node ID: node_3587
Text: điều kiện của người điều khiển phương tiện vận tải, nhân viên
phục vụ, trang thiết bị, chất lượng  dịch vụ trên từng loại phương
tiện vận tải theo quy định của pháp luật.   3. Bộ trưởng Bộ Giao thông
vận tải quy định điều kiện của người điều khiển phương tiện, nhân
viên phục vụ, trang thiết bị, chất lượng dịch vụ trên phương tiện vận
tải khách...
Score:  0.579
"
"Câu hỏi: ""Which disqualifies one from becoming a legal inspector in Vietnam?""","Câu trả lời: ""Violating legal inspection ethics.""","Node ID: node_9289
Text: 4. Lợi dụng việc thực hiện giám định tư pháp để trục lợi.   5.
Tiết lộ bí mật thông tin mà mình biết được khi tiến hành giám định tư
pháp.   6. Xúi giục, ép buộc người giám định tư pháp đưa ra kết luận
giám định tư pháp sai sự thật.   7. Can thiệp, cản trở việc thự c hiện
giám định của người giám định tư pháp.   Chương II   GIÁM ĐỊNH VIÊN TƯ
PHÁ...
Score:  0.587
"
"Câu hỏi: Trong trường hợp chủ tọa và người ghi biên bản từ chối ký biên bản họp, biên bản có hiệu lực không?","Câu trả lời: Có, nếu được tất cả thành viên khác của Hội đồng thành viên tham dự và đồng ý thông qua biên bản họp ký và có đầy đủ nội dung theo quy định.","Node ID: node_1584
Text: “3. Trường hợp chủ tọa, người ghi biên bản từ chối ký biên bản
họp thì biên bản này có hiệu lực  nếu được tất cả thành viên khác của
Hội đồng thành viên tham dự và đồng ý thông qua biên bản  họp ký và có
đầy đủ nội dung theo quy định tại các điểm a, b, c, d, đ và e khoản 2
Điều này. Biên  bản họp ghi rõ việc chủ  tọa, người ghi biên bản từ
chối ...
Score:  0.590
"
Câu hỏi: Who manages the Securities Settlement Support Fund in Vietnam?,Câu trả lời: The State Securities Commission of Vietnam manages the fund.,"Node ID: node_2596
Text: 2. Quỹ hỗ trợ thanh toán do Tổng công ty lưu ký và bù trừ chứng
khoán Việt Nam quản lý và  phải được tách biệt với tài sản của Tổng
công ty lưu ký và bù trừ chứng khoán V iệt Nam.   3. Hình thức đóng
góp, mức đóng góp, phương thức quản lý và sử dụng quỹ hỗ trợ thanh
toán  thực hiện theo quy định của Bộ trưởng Bộ Tài chính.   Điều 67.
Quỹ bù trừ ...
Score:  0.570
"
Câu hỏi: Who must be present if a person requesting notarization does not speak Vietnamese?,Câu trả lời: A qualified interpreter.,"Node ID: node_2997
Text: Người làm chứng phải là người từ đủ 18 tuổi trở lên, có năng lực
hành vi dân sự đầy đủ và không  có quyền, lợi ích hoặc nghĩa vụ liên
quan đến việc c ông chứng.   Người làm chứng do người yêu cầu công
chứng mời, nếu người yêu cầu công chứng không mời  được thì công chứng
viên chỉ định.   3. Trường hợp người yêu cầu công chứng không thông
thạo ti...
Score:  0.551
"
"Câu hỏi: Nếu đầu tư trước ngày Luật này có hiệu lực thi hành, cần phải ký quỹ hoặc bảo lãnh ngân hàng?","Câu trả lời: Không, nếu không có điều chỉnh mục tiêu, tiến độ hoặc chuyển mục đích sử dụng đất sau ngày Luật này có hiệu lực.","Node ID: node_13125
Text: a) Nhà đầu tư được cơ quan nhà nước có thẩm quyền quyết định chủ
trương đầu tư, chấp thuận  chủ trương đầu tư hoặc chấp thuận đầu tư
theo quy định pháp luật về đầu tư, nhà ở, đô thị và xây  dựng trước
ngày Luật này có hiệu lực thi hành;   b) Dự án đầu tư không thuộc diện
chấp thuận chủ trương đầ u tư, quyết định chủ trương đầu tư,  chấp
thuận đầ...
Score:  0.580
"
"Câu hỏi: ""Who is responsible for implementing the maritime police's mobilization in Vietnam?""","Câu trả lời: ""Cơ quan, tổ chức, công dân Việt Nam""","Node ID: node_3268
Text: 2. Việc huy động theo qu y định tại khoản 1 Điều này phải phù
hợp với khả năng thực tế của  người, tàu thuyền và phương tiện, thiết
bị kỹ thuật dân sự được huy động và phải hoàn trả ngay  khi tình thế
khẩn cấp chấm dứt.   Trường hợp người, tài sản được huy động làm nhiệm
vụ mà bị thiệ t hại thì được hưởng chế độ,  chính sách, đền bù theo
quy địn...
Score:  0.592
"
"Câu hỏi: ""Who can request a forensic appraisal under the revised regulations?""","Câu trả lời: ""Individuals or organizations can request a forensic appraisal.""","Node ID: node_4025
Text: 11. S ửa đổi, bổ sung kho ản 2 Đi ều 21 như sau:   “2. Ngư ời
trưng c ầu giám đ ịnh có nghĩa v ụ:  a) Xác định rõ n ội dung, lĩnh v
ực hoặc chuyên ngành c ần giám đ ịnh trong v ụ án, v ụ việc  đang gi
ải quy ết; lựa chọn cá nhân, t ổ chức có năng l ực, đủ điều kiện thực
hiện giám  định phù h ợp với tính ch ất, nội dung c ần giám đ ịnh để
ra quy ...
Score:  0.588
"
"Câu hỏi: ""When is a rescue worker eligible for extra compensation under this law?""","Câu trả lời: ""When the extra compensation exceeds the regular rescue compensation and fills the gap between the two amounts.""","Node ID: node_801
Text: Khi xác định chi phí phát sinh của người cứu  hộ phải căn cứ quy
định tại các điểm h, i và k khoản 2 Điều 267 của Bộ luật này.   4.
Trong mọi trường hợp, toàn bộ khoản tiền công đặc biệt quy định tại
Điều này  chỉ được trả khi  khoản tiền đó lớn hơn khoản tiền công cứu
hộ mà người cứu hộ có thể được hưởng theo quy định  tại Điều 267 của
Bộ luật ...
Score:  0.570
"
Câu hỏi: Ngày mà Luật này trài với các quy định trước đó là?,Câu trả lời: 01/01/2004.,"Node ID: node_1727
Text: Điều 40   Luật này có hiệu lực thi hành từ ngày 01 tháng 01 năm
2004.   Những quy định trước đây trái với Luật này đều bãi bỏ.   Điều
41   Chính phủ quy định chi tiết và hướng dẫn thi hành Luật này.
Luật này đã được Quốc hội nước Cộng hòa xã hội chủ nghĩa Việt Nam k
hóa XI, kỳ họp thứ 3  thông qua ngày 17 tháng 6 năm 2003.     Nguyễn
Văn An   ...
Score:  0.608
"
Câu hỏi: Một đại biểu Hội đồng nhân dân có quyền yêu cầu sửa đổi văn bản quy phạm pháp luật không?,"Câu trả lời: Có, theo Điều 85.2.","Node ID: node_9540
Text: 3. Trình tự, thủ tục chất vấn của đại biểu Hội đồng nhân dân tại
kỳ họp Hội đồng nhân dân, phiên  họp Thường tr ực Hội đồng nhân dân
được thực hiện theo quy định tại Điều 60 và Điều 69 của  Luật này và
quy chế hoạt động của Hội đồng nhân dân, đại biểu Hội đồng nhân dân.
Điều 85. Giám sát văn bản quy phạm pháp luật   1. Đại biểu Hội đồng
nhân d...
Score:  0.578
"
Câu hỏi: Tại sao cần phải có dịch vụ bảo đảm hoạt động bay?,"Câu trả lời: Dịch vụ bảo đảm hoạt động bay cần thiết để đảm bảo an toàn, điều hòa, liên tục và hiệu quả cho hoạt động bay, bao gồm các dịch vụ không lưu, thông tin, dẫn đường, giám sát, khí tượng, thông báo tin tức hàng không và tìm kiếm, cứu nạn. Nó là dịch vụ công ích quan trọng để hỗ trợ việc khai thác và vận hành máy bay an toàn và hiệu quả.","Node ID: node_4227
Text: bảo đảm hoạt động bay; tiêu chuẩn hóa, đánh giá, giám sát bảo
đảm chất lượng cung cấp dịch vụ  bảo đảm hoạt động bay; hiệp đồng điều
hành bay và thông báo tin tức hàng không.   Bộ Giao thông vận tải tổ
chức và quản lý bảo đảm hoạt động bay.   3. Dịch vụ bảo đảm hoạt động
bay là dịch vụ cần thiết để bảo đảm an toàn, điều hòa, liên tục và
hiệu qu...
Score:  0.557
"
"Câu hỏi: ""Nếu chủ nợ không có bảo đảm, phải dùng tài sản nào để thanh toán khoản nợ?""","Câu trả lời: ""Không có tài sản nào được yêu cầu thanh toán, vì không có bảo đảm từ chủ nợ.""","Node ID: node_5574
Text: 4. Chủ nợ không có bảo đảm là cá nhân, cơ quan, tổ chức có quyền
yêu cầu doanh nghiệp, hợp  tác xã phải thực hiện nghĩa vụ thanh toán
khoản nợ không được bảo đảm bằng tài sản của doanh  nghiệp, hợp tác xã
hoặc của người thứ ba.   5. Chủ nợ có bảo đảm là cá nhân, cơ quan, tổ
chức có quyền yêu cầu doanh nghiệp, hợp tác xã  phải thực h iện nghĩa
vụ...
Score:  0.607
"
"Câu hỏi: Sử dụng các chất, hóa chất cấm, chất độc, chất nổ để khai thác thủy sản là hợp lệ không?","Câu trả lời: Không, sử dụng các chất, hóa chất cấm, chất độc, chất nổ để khai thác thủy sản là không hợp lệ và cũng không bảo vệ môi trường.","Node ID: node_7548
Text: 7. Sử dụng chất, hóa chất cấm, chất độc, chất nổ, xung điện,
dòng điện, phương pháp, phương  tiện, ngư cụ khai thác có tính hủy
diệt, tận diệt để khai thác nguồn lợi thủy sản.
Score:  0.607
"
"Câu hỏi: Theo luật, phạm tội gây thiệt hại về tài sản từ 1.500.000.000 đồng đến dưới 3.000.000.000 đồng có phạt bao nhiêu tiền?",Câu trả lời: Phạm tội này có phạt tiền từ 3.000.000.000 đồng đến 6.000.000.000 đồng.,"Node ID: node_10650
Text: 3. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt
tù từ 10 năm đến 15 năm:   a) Hàng giả tương đương với số lượng của
hàng thật hoặc hàng hóa có cùng tính năng kỹ thuật,  công dụng trị giá
500.000.000 đồng trở lên;   b) Gây thiệt hại về tài sản từ
1.500.000.000 đồng đến dưới 3.000.000.000 đồng;   c) Thu lợi bất chính
từ 500.000.00...
Score:  0.602
"
Câu hỏi: What religious freedoms do legal immigrants have in Vietnam?,Câu trả lời: Legal immigrants in Vietnam are entitled to respect and protection of their religious freedoms by the Vietnamese government.,"Node ID: node_11518
Text: Điều 8. Quyền tự do tín ngưỡng, tôn giáo của người nước ngoài cư
trú hợp pháp tại Việt  Nam   1. Người nước ngoài cư trú hợp pháp tại
Việt Nam được Nhà nước Việt Nam tôn trọng và bảo hộ  quyền tự do tín
ngưỡng, tôn giáo.   2. Người nước ngoài cư trú hợp pháp tại Việt Nam
có quyền:
Score:  0.586
"
Câu hỏi: Một tổ chức tín dụng có thể mua và sở hữu bất động sản làm gì?,"Câu trả lời: Một tổ chức tín dụng có thể mua, đầu tư, sở hữu bất động sản để sử dụng làm trụ sở kinh doanh, địa điểm làm việc hoặc cơ sở kho tàng phục vụ trực tiếp cho các hoạt động nghiệp vụ của mình, theo Điều 139, Luật Kinh doanh bất động sản.","Node ID: node_2852
Text: Điều 139. Kinh doanh b ất động sản  Tổ chức tín dụng không được
kinh doanh bất động sản, trừ các trường hợp sau đây:   1. Mua, đầu tư,
sở hữu bất động sản để sử dụng làm trụ sở kinh doanh, địa điểm làm
việc hoặc cơ  sở kho tàng p hục vụ trực tiếp cho các hoạt động nghiệp
vụ của tổ chức tín dụng;   2. Cho thuê một phần trụ sở kinh doanh
thuộc sở ...
Score:  0.544
"
Câu hỏi: Bạn có biết thời hạn xác minh đơn đăng ký kết hôn là bao nhiêu ngày?,"Câu trả lời: Theo quy định, công chức làm công tác hộ tịch có 15 ngày để xác minh đơn đăng ký kết hôn.","Node ID: node_4529
Text: 2. Trong thời hạn 15 ngày kể từ ngày nhận đủ giấy tờ theo quy
định tại khoản 1 Điều này, công  chức l àm công tác hộ tịch có trách
nhiệm xác minh, nếu thấy đủ điều kiện kết hôn theo quy định  của pháp
luật thì Phòng Tư pháp báo cáo Chủ tịch Ủy ban nhân dân cấp huyện giải
quyết.   3. Khi đăng ký kết hôn cả hai bên nam, nữ phải có mặt tại trụ
sở Ủ...
Score:  0.581
"
"Câu hỏi: Theo pháp luật bảo hiểm tiền gửi của Việt Nam, sau khi nộp đơn khiếu nại đến tổ chức bảo hiểm tiền gửi, bạn có 15 ngày để nhận được phản hồi. Nếu không đồng ý với quyết định của tổ chức bảo hiểm hoặc không nhận được phản hồi trong thời hạn quy định, bạn có quyền khiếu nại đến Thống đốc Ngân hàng Nhà nước Việt Nam. Sau khi nộp đơn khiếu nại đến Thống đốc Ngân hàng Nhà nước Việt Nam, bạn sẽ nhận được phản hồi trong vòng 30 ngày. Nếu vẫn không đồng ý với quyết định của Thống đốc Ngân hàng Nhà nước Việt Nam, bạn có quyền khởi kiện tại Tòa án theo quy định của pháp luật.","Câu trả lời: Sau khi nộp đơn khiếu nại đến tổ chức bảo hiểm tiền gửi, bạn có 15 ngày để nhận được phản hồi. Nếu không đồng ý hoặc không nhận được phản hồi, bạn có thể khiếu nại đến Thống đốc Ngân hàng Nhà nước Việt Nam và sau đó có thể khởi kiện tại Tòa án nếu vẫn không đồng ý.","Node ID: node_1842
Text: 2. Đối tượng thanh tra về bảo hiểm tiền gửi là tổ chức bảo hiểm
tiền gửi, tổ chức tham gia bảo  hiểm tiền gửi.   3. Quyền và nghĩa v ụ
của đối tượng thanh tra về bảo hiểm tiền gửi thực hiện theo quy định
của  Luật Ngân hàng Nhà nước Việt Nam và pháp luật về thanh tra.   4.
Quy trình, thủ tục thanh tra về bảo hiểm tiền gửi đối với các tổ chức
tha...
Score:  0.565
"
"Câu hỏi: Theo luật thú y, ai có trách nhiệm trong việc phòng, chống dịch bệnh động vật?","Câu trả lời: Theo luật thú y, phòng, chống dịch bệnh động vật là trách nhiệm của chủ vật nuôi, chủ cơ sở chăn nuôi, nuôi trồng thủy sản; cơ quan quản lý nhà nước có trách nhiệm tổ chức hướng dẫn, triển khai các biện pháp phòng, chống dịch bệnh động vật kịp thời, hiệu quả.","Node ID: node_10995
Text: 28. Kiểm nghiệm thuốc thú y  là việc kiểm tra, xác định các tiêu
chuẩn kỹ thuật của thuốc thú y.   29. Khảo nghiệm thuốc thú y  là việc
kiểm tra, xác định các đặc tính, hiệu lực, độ an toàn của  thuốc t hú
y trên động vật tại cơ sở khảo nghiệm.   30. Kiểm định thuốc thú y  là
việc kiểm tra, đánh giá lại chất lượng thuốc thú y đã qua kiểm
nghiệm...
Score:  0.591
"
Câu hỏi: Bộ Giao thông vận tải có quyền cho phép hoạt động của tàu bay nước ngoài trong lãnh thổ Việt Nam không?,"Câu trả lời: Không, theo điều 81, Bộ Ngoại giao có quyền cấp phép cho tàu bay nước ngoài hoạt động trong lãnh thổ Việt Nam, chứ Bộ Giao thông vận tải không.","Node ID: node_4224
Text: Sửa đổi, bổ sung khoản 2 Điều 80 như sau:   “2. Tàu bay Việt
Nam, tàu bay nước ngoài t hực hiện chuyến bay quốc tế chỉ được phép
cất cánh,  hạ cánh tại cảng hàng không quốc tế; trường hợp tàu bay cất
cánh, hạ cánh tại cảng hàng không,  sân bay nội địa hoặc chuyến bay
quốc tế thực hiện vận chuyển nội địa bằng tàu bay Việt Nam  phải được
Bộ Giao t...
Score:  0.539
"
"Câu hỏi: Đối với người bị tạm giam với bản án, nếu sau này không chứng minh được việc phạm tội, họ có thể nhận được bồi thường không?","Câu trả lời: Có, theo điều 6, nếu người bị tạm giam đã chấp hành hình phạt tù và sau này không chứng minh được việc phạm tội, họ có thể yêu cầu bồi thường thiệt hại tương ứng với thời gian đã bị tạm giam.","Node ID: node_7806
Text: 3. Người bị tạm giam mà có bản án, quyết định của cơ quan, người
có thẩm quyền trong hoạt  động tố tụng hình sự xác định không có sự
việc phạm tội hoặc hành vi không cấu th ành tội phạm  hoặc đã hết thời
hạn điều tra vụ án mà không chứng minh được bị can đã thực hiện tội
phạm;   4. Người đã chấp hành xong hoặc đang chấp hành hình phạt tù có
thời...
Score:  0.590
"
"Câu hỏi: Theo luật Việt Nam, ai có quyền trao đổi thông tin, dữ liệu khí tượng thủy văn với tổ chức nước ngoài?","Câu trả lời: Theo điều 2, chapter IX, Quy định về Quản lý nhà nước về hoạt động khí tượng thủy văn, việc trao đổi thông tin, dữ liệu khí tượng thủy văn với tổ chức nước ngoài chỉ được thực hiện theo quy định của cơ quan nhà nước có thẩm quyền.","Node ID: node_9903
Text: 2. Việc trao đổi, cung cấp thông tin, dữ liệu khí tượng thủy
văn, giám sát biến đổi khí hậu với tổ  chức quốc tế, tổ chức, cá nhân
nước ngoài không thuộc điều ước quốc tế mà Cộng hòa xã hội chủ  nghĩa
Việt Nam là thành viên phải được phép của cơ quan nhà nước có thẩm
quyền.   3. Chính phủ quy định chi tiết khoản 2 Điều này.   Chương IX
QUẢN LÝ...
Score:  0.559
"
"Câu hỏi: Theo pháp luật, ai được bảo vệ về mọi mặt khi tố cáo hành vi vi phạm pháp luật?","Câu trả lời: Theo Điều 47, người tố cáo và các thành viên trong gia đình của họ được bảo vệ về mọi mặt, bao gồm bí mật thông tin, vị trí công tác, tính mạng, sức khỏe, tài sản, danh dự và nhân phẩm.","Node ID: node_8219
Text: d) Đối vớ i hành vi vi phạm pháp luật có dấu hiệu c ủa tội phạm
thì có văn bản chuyển hồ sơ đến  Cơ quan điều tra hoặc Viện kiểm sát
nhân dân có thẩm quyền.   2. Thẩm quyền, trình tự, thủ tục xử lý kỷ
luật, xử phạt vi phạm hành chính, áp dụng các biện  pháp xử lý khác t
hực hiện theo quy định của pháp luật về cán bộ, công chức, viên chức,
pháp ...
Score:  0.571
"
